Category,Message
FALSE,"He would laugh, or say such things as ""You will die, mortal!"" and ""Was that your best?"""
FALSE,"Many couples find it challenging at first, and you may laugh or experience some initial unease."
FALSE,"Dusty's not allowed out of his room without her—"" ""Darian!"" she said with a laugh."
FALSE,"Bianca coughed to cover her laugh, and Pierre seconded the vamp with a quiet amen."
FALSE,She coughed to cover her startled laugh.
FALSE,"He'll be inconsolable, Linda said with a delighted laugh."
FALSE,"He's got a great sense of style, Linda said with a laugh."
FALSE,"She smiled, and Traci covered her mouth to keep him from hearing her laugh."
FALSE,Deidre gave an unsettled laugh.
FALSE,"This time, Gabriel did laugh."
FALSE,Cora coughed to cover up her laugh.
FALSE,Gabriel asked with a bitter laugh.
FALSE,Deidre stared at her then gave a startled laugh.
FALSE,I like having the last laugh.
FALSE,How is that for her having the last laugh?
FALSE,"Rhyn growled a painful laugh, appreciative of the death dealer's dark humor."
FALSE,"Probably just some bum, the brunette driver said with a forced laugh."
FALSE,"There was a moment of silence, then a child's gleeful laugh."
FALSE,Rhyn asked with a laugh.
FALSE,He cut off the conversation with a hearty laugh.
FALSE,"They all had a good laugh over that too, all but Dean."
FALSE,"Randy has been so good about it—so encour­aging, but even so—I feel like it's a sin to smile, or laugh."
FALSE,"Someone would laugh and it would remind him of her laugh, turn their head to the side and it would be the way she always moved."
FALSE,Alex's laugh was short and humorless.
FALSE,His laugh was short and strained.
FALSE,Katie's laugh followed her.
FALSE,Katie's laugh was humorless.
FALSE,His short laugh was more a snort.
FALSE,"Never again would she be startled by his sudden appearance in the garden, nor laugh at his gentle frolicking with the twins."
FALSE,"They all had their laugh, but to Carmen it wasn't that funny."
FALSE,Gerald's eyes reflected humor and his breath came out in a sudden rush that barely resembled a laugh.
FALSE,She started to laugh and then realized it wasn't Alex who had caught her.
FALSE,Denton's laugh was harsh.
FALSE,He barked a laugh.
FALSE,Darian asked with a laugh.
FALSE,Xander asked with a laugh.
FALSE,It made her want to laugh and squirm uncomfortably.
FALSE,She soon heard Toni's high-pitched laugh as the woman started the interview with Xander.
FALSE,Jessi started to laugh then realized the handsome man was serious.
FALSE,Jessi stifled a laugh.
FALSE,It was almost as arresting as her sweet scent and the shocked look on her face that made him want to laugh.
FALSE,"She wanted to laugh but didn't, aware he was as vulnerable as he'd ever get right now."
FALSE,"In public he maintained a bearing of rigid solemnity, and was seen to laugh only three times in the course of his life."
FALSE,"Voltaire never dwells too long on this point, stays to laugh at what he has said, elucidates or comments on his own jokes, guffaws over them or exaggerates their form."
FALSE,"And his popular works, the Adagia, and the Colloquia (1524), had established themselves as standard books in the more easy going age, when power, secure in its unchallenged strength, could afford to laugh with the laughers at itself."
FALSE,"His vanity, however, as has been admirably remarked, is essentially that of "" the peacock, not of the gander,"" and is redeemed by his willingness to raise a laugh at his own expense (Strachan-Davidson, p. 192)."
FALSE,"The officers were called to meet at Newburgh, and it was the avowed purpose of the leaders of the movement to march the army westward, appropriate vacant public lands as part compensation for arrears of pay, leave Congress to negotiate for peace without an army, and ""mock at their calamity and laugh when their fear cometh."""
FALSE,"The Muses carried off the second prize in 405, Aristophanes being first with the Frogs, in which he accuses Phrynichus of employing vulgar tricks to raise a laugh, of plagiarism and bad versification."
FALSE,"Malatesta could afford to laugh at this farce, but he nevertheless prepared in haste for a desperate defence (1462)."
FALSE,I laugh at her ignorance and she'll suffer for it.
FALSE,"Bianca stifled a laugh, genuinely liking the subtle yet feisty Oracle."
FALSE,"Talon stood and threw his head back in a booming laugh of triumph, until Dusty launched at him and knocked him off his feet."
FALSE,"Dusty's not allowed out of his room without herâ€”"" ""Darian!"" she said with a laugh."
FALSE,"Jule, the regional commander of the eastern hemisphere, demanded with a laugh."
FALSE,His irritated honesty startled her enough that she started to laugh.
FALSE,Past-Death gave a startled laugh.
FALSE,"Fitzgerald left with a laugh, leaving the box of bones smack dab in the middle of the scrapping, snarling Dawkins, none of who gave a lick about the plastic anatomical remains."
FALSE,"Laugh all you will, Rhyn, but this is my home, and the refuge of our Immortal brethren."
FALSE,"Then there were voices, Gladys with a shrill laugh, than hushed giggling, a stumble on the steps, a grunt and finally silence."
FALSE,Her laugh echoed down the rocky canyons of Zzz as the essence of abomination breathed his bloody last below her.
FALSE,After he influenced her he would ask her to laugh againâ€¦and again.
FALSE,"Kris's memories stirred stronger than he liked.  He remembered Lilith, a beautiful Immortal whose laugh had filled him with happiness.  Their love had been intense and brief, lasting less than a human year in total.  One day, she was just â€¦ gone.  Slaughtered by Rhyn, who had taken her head the same way his brothers took the head of Rhyn's demoness mother."
